"sample_name","xcms_peak_idx","feature_id","xcms_peak_mz","xcms_peak_rtmed","xcms_peak_rtmin","xcms_peak_rtmax","group_scan_count","scan_numbers_all","scan_numbers_in_umap","umap_scan_count"
"Posi_Ida_Chlamydomonas_1",1599,"feature_1599",653.354239266637,205.443,202.67299999998,210.55300000002,1,"1226","1226",1
"Posi_Ida_Chlamydomonas_1",1600,"feature_1600",565.247374889843,204.753,201.97300000002,206.41300000002,1,"1225","",0
"Posi_Ida_Chlamydomonas_1",1601,"feature_1601",652.352093079594,205.443,201.97300000002,206.41300000002,1,"1238","1238",1
"Posi_Ida_Chlamydomonas_1",1610,"feature_1610",659.26476402223,205.443,201.97300000002,209.86300000002,1,"1227","1227",1
"Posi_Ida_Chlamydomonas_1",1617,"feature_1617",931.537627000859,203.36299999998,200.583,208.48300000002,2,"1200,1209","1200,1209",2
"Posi_Ida_Chlamydomonas_1",1619,"feature_1619",694.397190768912,205.443,201.97300000002,209.17300000002,2,"1229,1243","",0
"Posi_Ida_Chlamydomonas_1",1622,"feature_1622",643.291034718282,205.443,201.28300000002,209.86300000002,2,"1207,1216","1207,1216",2
"Posi_Ida_Chlamydomonas_1",1624,"feature_1624",679.362158901798,205.443,201.97300000002,211.25299999998,2,"1218,1228","",0
"Posi_Ida_Chlamydomonas_1",1626,"feature_1626",312.32669530687,207.79300000002,196.96699999998,210.55300000002,1,"1254","",0
"Posi_Ida_Chlamydomonas_1",1630,"feature_1630",621.309466251765,205.443,201.28300000002,211.25299999998,2,"1205,1214","1205,1214",2
"Posi_Ida_Chlamydomonas_1",1631,"feature_1631",723.051776804842,209.17300000002,207.10300000002,211.25299999998,1,"1270","",0
"Posi_Ida_Chlamydomonas_1",1633,"feature_1633",360.322746021433,209.86300000002,208.48300000002,211.94299999998,1,"1274","",0
"Posi_Ida_Chlamydomonas_1",1634,"feature_1634",361.326265166232,209.86300000002,208.48300000002,211.94299999998,1,"1264","",0
"Posi_Ida_Chlamydomonas_1",1635,"feature_1635",383.398529831765,209.86300000002,206.41300000002,216.08299999998,1,"1275","",0
"Posi_Ida_Chlamydomonas_1",1636,"feature_1636",384.402355134418,209.86300000002,207.10300000002,211.94299999998,1,"1265","",0
"Posi_Ida_Chlamydomonas_1",1638,"feature_1638",666.367153492877,205.443,201.28300000002,211.94299999998,3,"1208,1217,1250","1208,1217,1250",3
"Posi_Ida_Chlamydomonas_1",1640,"feature_1640",697.654607565185,210.55300000002,207.79300000002,211.94299999998,1,"1280","",0
"Posi_Ida_Chlamydomonas_1",1642,"feature_1642",722.551845502059,209.17300000002,206.41300000002,211.94299999998,1,"1257","",0
"Posi_Ida_Chlamydomonas_1",1643,"feature_1643",748.512285116876,208.48300000002,199.19299999998,215.39299999998,1,"1220","1220",1
"Posi_Ida_Chlamydomonas_1",1644,"feature_1644",638.336402268867,205.443,201.28300000002,212.63299999998,2,"1206,1215","1206,1215",2
"Posi_Ida_Chlamydomonas_1",1645,"feature_1645",675.674445410781,210.55300000002,208.48300000002,212.63299999998,2,"1268,1279","1268,1279",2
"Posi_Ida_Chlamydomonas_1",1650,"feature_1650",702.21387246786,211.25299999998,208.48300000002,213.32299999998,1,"1287","1287",1
"Posi_Ida_Chlamydomonas_1",1651,"feature_1651",726.52903954612,207.79300000002,201.28300000002,216.08299999998,3,"1219,1239,1288","1219,1239,1288",3
"Posi_Ida_Chlamydomonas_1",1657,"feature_1657",727.532329979446,207.10300000002,192.66400000002,220.22200000002,1,"1258","1258",1
"Posi_Ida_Chlamydomonas_1",1659,"feature_1659",803.539944421122,212.63299999998,210.55300000002,214.01299999998,2,"1303,1318","",0
"Posi_Ida_Chlamydomonas_1",1660,"feature_1660",926.582102491822,203.36299999998,200.583,208.48300000002,2,"1195,1199","1195,1199",2
"Posi_Ida_Chlamydomonas_1",1665,"feature_1665",491.386177275783,213.32299999998,211.94299999998,215.39299999998,2,"1311,1322","",0
"Posi_Ida_Chlamydomonas_1",1670,"feature_1670",231.118180323006,214.01299999998,212.63299999998,216.08299999998,2,"1261,1359","",0
"Posi_Ida_Chlamydomonas_1",1671,"feature_1671",335.25743427043,213.32299999998,209.86300000002,216.08299999998,2,"1295,1306","",0
"Posi_Ida_Chlamydomonas_1",1673,"feature_1673",565.423800909485,213.32299999998,209.86300000002,219.53200000002,2,"1296,1312","",0
"Posi_Ida_Chlamydomonas_1",1675,"feature_1675",727.474517738583,213.32299999998,210.55300000002,216.08299999998,1,"1298","1298",1
"Posi_Ida_Chlamydomonas_1",1676,"feature_1676",745.485879217885,213.32299999998,209.86300000002,216.08299999998,2,"1299,1308","",0
"Posi_Ida_Chlamydomonas_1",1680,"feature_1680",583.433946295831,213.32299999998,209.86300000002,218.84200000002,2,"1297,1307","1297,1307",2
"Posi_Ida_Chlamydomonas_1",1684,"feature_1684",804.550271907074,214.70299999998,209.17300000002,216.77299999998,1,"1314","",0
